,text,Last Name
318," Risch: Massive $1.7 Trillion Government Spending Bill Dramatically Misses the Mark Contact: Amy Hasenberg FOR IMMEDIATE RELEASE December 22, 2022 Risch: Massive $1.7 Trillion Government Spending Bill Dramatically Misses the Mark Slams earmarks for Democrat pet projects in 4,100 page bill WASHINGTON - Today, U.S. Senator Jim Risch (R-Idaho) released the following statement after voting against the $1.7 trillion government spending bill : ""At a time when Idahoans are facing the highest prices in decades, it is insulting for Congress to spend another $1.7 trillion that will add fuel to the inflationary fire. The 4,155 pages of this monstrous bill include billions for liberal priorities and pet project giveaways. ""We have got to rein in government spending, abandon earmarks, and treat taxpayer dollars with respect. This omnibus dramatically missed that mark."" The $1.7 trillion FY 2023 Omnibus bill "" fulfills 98 percent of Democratic Member requests "" and includes $5 billion for over 3,200 liberal pet projects including: Over $800 million for housing for illegal immigrants ; $2 million for a wax museum in Baltimore ; $750,000 to provide ""workforce development programs and supportive services for Transgender and Gender nonconforming and Intersex (TGI) immigrant women in Los Angeles""; $3.6 million for a Michelle Obama Trail in Georgia; and Preventative language to ensure no funding for Customs and Border Protection is used to improve border security. Background: Senator Risch has long opposed earmarks and believed the government's exhaustive spending is unsustainable. # # # This email is generated from an unattended mailbox. To submit a question or comment for Senator Risch, click here . For press inquiries, email Amy_Hasenberg@ . @SenatorJimRisch @SenatorRisch   Home | Privacy Policy |   This e-mail was sent to @ Click here to   U.S. Senator James E. Risch 483 Russell Senate Office Building Washington, DC 20510 Phone: 202-224-2752 Fax: 202-224-2573 ",Risch
319," Click here to receive my Newsletter ABOUT GT CONTACT ISSUES MEDIA CENTER SERVICES Dear Friends, As I work on your behalf in Washington, D.C., my mission is to advocate for Pennsylvania's priorities at the highest levels of government. I am sharing with you the Good, the Bad, and the Local for what's happening in Pennsylvania's 15th Congressional District. I am grateful to be your representative in Congress. Please don't hesitate to reach out to my offices if I can be of assistance to you. Sincerely, Rep. Glenn ""GT"" Thompson The Good SUPPORTING LOGGERS: Last week, I cosponsored H.R. 2213, the Safe Routes Act of 2021 , which gives logging trucks the option to avoid pedestrians, school zones and intersections by allowing greater access to the Federal Interstate Highway System. Current law prohibits trucks that meet certain state-determine requirements from using the federal interstate, forcing them to use state and local roads, which increases risks associated with their trips. The Safe Routes Act of 2021 is straight-forward legislation that will have a tremendous positive impact on safety for both the public and log truck drivers nationwide. Local routes would also see a decrease in traffic, which could lead to increased road life for municipalities. PRISON REFORM: As a cosponsor of the House companion bill (H.R. 5975), I was proud to vote in favor of S. 2899, the Prison Camera Reform Act of 2021 , last week. This bill requires the Federal Bureau of Prisons to ensure all correctional facilities have the security camera coverage necessary to protect the civil rights and safety of incarcerated people and staff. There have been countless documented acts of violence and civil rights abuses in America's prisons. For years, prison reformers, prison staff, and the Department of Justice Inspector General have urged Congress to reform the broken camera systems in our nation's prisons. Congress listened and delivered. BUTLER COUNTY CIVIL WAR VETERAN RECOGNIZED : I was proud to support H.R. 7514, which came before me last week for a vote on the House floor. I am a cosponsor of the bill, which designates the United States Postal Service located at 345 South Main Street in Butler, Pennsylvania, as the ""Andrew Gomer Williams Post Office Building."" Andrew Gomer Williams was a Civil War veteran, Pennsylvania State Representative, Pennsylvania State Senator, and local lawyer from Butler. SAVING LIVES THRU FLOOD RESEARCH : Last week, I supported S. 558, the FLOODS Act , which establishes a National Integrated Flood Information System to coordinate and integrate flood research at the National Oceanic and Atmospheric Administration. This bill creates partnerships with higher education institutions to improve total water predictions and establishes a committee to ensure coordination of federal departments with joint or overlapping responsibilities in water management. The bill also improves flood risk communications, including flood watches and warnings. The Bad PUNISHING INDEPENDENT CONTRACTORS: I contacted Department of Labor Secretary Marty Walsh last week to oppose the Department of Labor's confusing and burdensome proposed rule regarding independent contractors. If implemented, the independent contractor proposed rule would have immediate and long-term disruptive effects on millions of workers and thousands of businesses at a time when the economy is facing high inflation rates. Independent contractors should not face punitive restrictions because they are self-employed. We should be supporting American workers, not creating rules to make it harder to earn a living. TIME TO FIX MEDICARE PAYMENTS: With statutory Medicare reimbursement cuts looming, I contacted the White House and Congressional Leadership last week and urged swift action to prevent the cuts. If no action is taken, medical groups and health care systems may have to eliminate services, furlough staff, implement hiring freezes, and delay population health initiatives. This will negatively impact those who rely on Medicare services. Having practiced nonprofit community health care in rehabilitation for nearly three decades, I am acutely aware of the federal government paying less than the cost of providing care for Medicare and has transferred the burden of increased health care costs to individuals, third party payers, and providers. We need to fix this process. INCENTIVIZING UNEMPLOYMENT: There are numerous reasons why unemployed Americans are not entering the workforce, including ongoing fears of COVID-19, disabilities such as ""long COVID,"" and other care responsibilities. Unemployment benefits and expanded Affordable Care Act (ACA) subsides are also among the factors contributing to the relatively low labor force participation rate in the United States, according to a new study by the nonprofit Committee to Unleash Prosperity. In 14 states, including Pennsylvania, unemployment benefits and ACA subsidies for a family of four with two people unemployed amount to an annualized equivalent of $80,000 a year in wages and benefits. As the national leader for career and technical education in Congress, I continue to work on restoring rungs on the ladder of opportunity, get Americans off the unemployment bench, and ensure individuals contribute to our nation's economy. There are more jobs available today than any time in U.S. history. The federal government should not be incentivizing people to stay home, but rather help employers compete for qualified and trained workers. The Local WATERSHED WARRIORS: Last week, I had the privilege of joining key stakeholders dedicated to working on protecting and promoting the work of the Spring Creek Watershed Commission in Centre County. Formed in 1997, its mission is 3-fold: To establish a long-range vision for the watershed that represents a consensus of thoughts and ideals that are commonly shared by the people of the Spring Creek Watershed. To establish a leadership role within the watershed to advance and coordinate projects and programs that are consistent with the long-range vision of the Spring Creek Watershed. To develop a long-range comprehensive Watershed Management Plan and a program of meaningful associated projects to protect and enhance the quality of life within the Spring Creek Watershed. Thank you to all the volunteers and key stakeholders engaged in watersheds across the Congressional District. DAIRY LEADERSHIP: On Friday, I was honored to join a meeting of the Grassroots Pennsylvania Dairy Advisory Committee. The group is made up of farmers and supporters of Pennsylvania's largest agriculture commodity - dairy. I appreciated the invitation to address their monthly meeting as the incoming Chairman for the U.S. House Committee on Agriculture, the first Pennsylvania Member of Congress in nearly 170 years that will serve in this role. With my family heritage of dairy farming, I will continue to lead on the industry's issues, including restoring the option of whole milk with flavor back into our school lunch programs. Thank you to our hard-working farm families who provide us with so many essential goods. TAKING TOURISM TO A NEW LEVEL: I had the honor of participating in the new Moshannon Valley Heritage Center ribbon cutting. This project is one of a kind and is a joint project led by the Happy Valley Tourism Bureau and the Visit Clearfield County Bureau. This new facility will be a destination for learning and a launching pad for finding adventure in Centre and Clearfield counties. The Heritage Center will also serve as an ode to local history and a visitor center, where artifacts, videos, and interactive historical installations will be displayed. The Center will also provide recommendations for the best food, events, outdoor adventures, and more around the region. * Click here to   from future communications ",Thompson
320," For Immediate Release December 22, 2022 Happy Holidays! As I look back on this momentous year, I am filled with an immense sense of gratitude and pride. I am grateful for your unyielding support this past year, and I am proud of what we have been able to accomplish together in service of New York's 13th congressional district and for the American people. As we move into a new year and start of a new Congress, I look forward to meeting the challenges 2023 will bring and working towards a brighter, more equitable, and prosperous future for us all. May your holiday season be filled with joy, health, and family. Sincerely, Adriano Espaillat Member of Congress Proudly serving New York's 13th Congressional District # # # Representative Espaillat is the first Dominican American to serve in the U.S. House of Representatives and his congressional district includes Harlem, East Harlem, West Harlem, Hamilton Heights, Washington Heights, Inwood, Marble Hill and the north-west Bronx. First elected to Congress in 2016, Representative Espaillat is serving his third term in Congress. Representative Espaillat currently serves as a member of the influential U.S. House Committee on Appropriations responsible for funding the federal government's vital activities. He is also a member of the House Committee on Education and Labor and the Congressional Hispanic Caucus (CHC), where he serves in a leadership role as the Second Vice Chair and is a member of the Congressional Progressive Caucus, where he serves as Deputy Whip. Representative Espaillat also currently serves as a Senior Whip of the Democratic Caucus. To find out more about Rep. Espaillat, visit online at / . Media inquiries: Candace Person at @ NOTA DE PRENSA Para Divulgación Inmediata 22 de diciembre, 2022 ¡Felices Fiestas! Al evaluar este año trascendental, me llena una inmensa sensación de gratitud y orgullo. Estoy agradecido por su apoyo inquebrantable este año pasado, y estoy orgulloso de lo que hemos podido lograr juntos al servicio del distrito congresual 13 de Nueva York y para el pueblo estadounidense. A medida que avanzamos hacia un nuevo año y el comienzo de un nuevo Congreso, espero enfrentar los desafíos que traerá el 2023 y trabajar por un futuro más brillante, más equitativo y próspero para todos nosotros. Que su temporada navideña esté llena de alegría, salud y unión familiar. Atentamente, Adriano Espaillat Miembro del Congreso Sirviendo orgullosamente al Distrito Congresual 13 de Nueva York # # # El congresista Espaillat es el primer domínico-estadounidense en servir en la Cámara de Representantes de los Estados Unidos y su distrito congresual incluye las comunidades de Harlem, East Harlem, West Harlem, Hamilton Heights, Washington Heights, Inwood, Marble Hill y el noroeste del Bronx. Elegido por primera vez al Congreso en 2016, el congresista Espaillat cumple su tercer mandato en el Congreso. El congresista Espaillat actualmente se desempeña como miembro del influyente Comité de Apropiaciones de la Cámara de Representantes de los Estados Unidos, responsable de financiar las actividades vitales del Gobierno federal. También es miembro del Caucus Hispano del Congreso (CHC), donde se desempeña como segundo vicepresidente y es miembro del Caucus Progresista del Congreso, donde se desempeña como subcoordinador (Deputy Whip). El congresista Espaillat también se desempeña actualmente como coordinador sénior del Caucus Demócrata. Para obtener más información sobre el congresista Espaillat, visite su portal en línea en Preguntas de los medios: Candace Randle Person a @ WEBSITE |   | CONTACT Click Here to view this email in your browser ",Espaillat
321," Gosar Lauds Passage of the Hualapai Tribe Water Rights Settlement Act Gosar Lauds Passage of the Hualapai Tribe Water Rights Settlement Act Washington, D.C. - Representative Paul Gosar, DDS (AZ-04) issued the following statement in response to passage of S. 4104, the Hualapai Tribe Water Rights Settlement Act of 2022.""I am very pleased to announce passage of important legislation that will ratify the Hualapai Tribe's Colorado River water settlement agreement, which will deliver approximately 4,000 acre-feet of water per year to the , this bill will serve the critical needs of the Tribal population, provide for economic opportunities, and provide long-term water resources for members of the Hualapai community,"" concluded Congressman additional information, please click here to read a copy of the Hualapai Tribe Water Rights Settlement Act of 2022. Contact Me | Media Center | Our District For Immediate Release Contact: Anthony Foti Date: December 22, 2022 @ Gosar Lauds Passage of the Hualapai Tribe Water Rights Settlement Act Washington, D.C. - Representative Paul Gosar, DDS (AZ-04) issued the following statement in response to passage of S. 4104, the Hualapai Tribe Water Rights Settlement Act of 2022. ""I am very pleased to announce passage of important legislation that will ratify the Hualapai Tribe's Colorado River water settlement agreement, which will deliver approximately 4,000 acre-feet of water per year to the Tribe. Additionally, this bill will serve the critical needs of the Tribal population, provide for economic opportunities, and provide long-term water resources for members of the Hualapai community,"" concluded Congressman Gosar. For additional information, please click here to read a copy of the Hualapai Tribe Water Rights Settlement Act of 2022. ### Website |   | Contact Me Share on Facebook | Share on Twitter Washington, DC Office 2057 Rayburn HOB Washington, DC 20515 Phone: (202) 225-2315 Kingman 220 N. 4th Street Kingman , AZ 86401 (By Appointment Only) Prescott 122 N. Cortez Street, Suite 104 Prescott, AZ 86301 Phone: (928) 445-1683 Gold Canyon 6499 S. Kings Ranch Road #4 Gold Canyon, AZ 86118 Phone: (480) 882-2697 Click Here to view this email in your browser Click Here to be removed from this list View in your browser ",Gosar
322," Gosar Lauds Passage of Water Allocation Lease for Colorado River Indian Tribes Gosar Lauds Passage of Water Allocation Lease for Colorado River Indian Tribes Washington, D.C. - Representative Paul Gosar, DDS (AZ-04) issued the following statement in response to passage of S. 3308, the Colorado River Indian Tribes (CRIT) Water Resiliency Act. ""I am very pleased to announce passage of important legislation that will allow CRIT, located in my district, to lease a part of its water allocation for use off the reservation to provide direct drought relief to surrounding Arizona is currently using part of its allocation to help the State of Arizona maintain water levels in Lake Mead. Passage of this legislation allows the Tribe to further assist other communities in Arizona and, because it would only authorize the Tribe to lease water it conserves on the reservation, guarantees that no additional strain is placed on the already over-taxed Colorado CRIT with leasing authority will finally give the Tribe control over its water and allow it to assist other communities suffering from water supply challenges,"" concluded Congressman additional information, please click here to read a copy of the Colorado River Indian Tribes Water Resiliency Act. Contact Me | Media Center | Our District For Immediate Release Contact: Anthony Foti Date: December 22, 2022 @ Gosar Lauds Passage of Water Allocation Lease for Colorado River Indian Tribes Washington, D.C. - Representative Paul Gosar, DDS (AZ-04) issued the following statement in response to passage of S. 3308, the Colorado River Indian Tribes (CRIT) Water Resiliency Act. ""I am very pleased to announce passage of important legislation that will allow CRIT, located in my district, to lease a part of its water allocation for use off the reservation to provide direct drought relief to surrounding Arizona communities. CRIT is currently using part of its allocation to help the State of Arizona maintain water levels in Lake Mead. Passage of this legislation allows the Tribe to further assist other communities in Arizona and, because it would only authorize the Tribe to lease water it conserves on the reservation, guarantees that no additional strain is placed on the already over-taxed Colorado River. Providing CRIT with leasing authority will finally give the Tribe control over its water and allow it to assist other communities suffering from water supply challenges,"" concluded Congressman Gosar. For additional information, please click here to read a copy of the Colorado River Indian Tribes Water Resiliency Act. ### Website |   | Contact Me Share on Facebook | Share on Twitter Washington, DC Office 2057 Rayburn HOB Washington, DC 20515 Phone: (202) 225-2315 Kingman 220 N. 4th Street Kingman , AZ 86401 (By Appointment Only) Prescott 122 N. Cortez Street, Suite 104 Prescott, AZ 86301 Phone: (928) 445-1683 Gold Canyon 6499 S. Kings Ranch Road #4 Gold Canyon, AZ 86118 Phone: (480) 882-2697 Click Here to view this email in your browser Click Here to be removed from this list View in your browser ",Gosar
323," Stay up to date by following me on Facebook and Twitter . If you would like to   from my e-newsletter, please click here . ",Tillis
324," Congressman Griffith's Weekly E-Newsletter Santa Through the Years December 22, 2022 - Christmas is a time of tradition and ritual, both religious and Christians like myself, it is a time to celebrate the birth of Jesus Christ. We do so with church services, hymns, readings, and other religious Christmas also has developed traditions outside its religious aspect, or which may have once been connected with Christianity but no longer possess a religious figure of Santa Claus is perhaps the most obvious example. Christmas is a season of miracles - the virgin birth, the Star of Bethlehem, and so forth - and how a Mediterranean holy man of late antiquity became the red-suited gift-giver of modern Western culture surely fits in the season's theme of the unlikely taking is little definitive record of Saint Nicholas, the historical figure who provided the basis for Santa Claus, According to , he is believed to have been born around 280 A.D. in modern-day Turkey. The stories that surround him praise his generosity and kindness toward the poor, the sick, and children. The day he is believed to have died, December 6, is celebrated as a feast day by the Catholic and Eastern Orthodox Nicholas became the patron saint of children and sailors, among others, and was adopted as a patron saint by countries and cities as well. His relics were venerated, and he garnered popularity across Europe, including the Netherlands, which proved to be a key stop on his journey into American popular the Netherlands, Sint Nikolaas, as he is known in Dutch, or Sinter Klaas for short, was said to leave gifts for children on his feast day. Not yet the portly presence we recognize, Sinter Klaas was portrayed as a white-bearded man dressed in red clerical version of the Saint Nicholas legend came to North America with the seventeenth-century Dutch settlers of New Amsterdam, renamed New York when acquired by the English, and was celebrated for centuries before it gained a wider foothold in our country's the early nineteenth century, one of the young country's leading authors introduced a version of Sinter Klaas to a larger audience. Some of the products of Washington Irving's pen, such as Rip Van Winkle and the Headless Horseman of ""The Legend of Sleepy Hollow,"" remain well-known to us today. Irving was a New Yorker familiar with the region's Dutch culture. He helped shape the image of Sinter Klaas, describing a version of the saint who flew in a wagon from house to house, dropping presents for good children down their 1823, ""A Visit from St. Nicholas"" was published. Better known by its opening line, ""Twas the night before Christmas,"" the poem was written by Clement Clarke Moore for his children. Moore did not take credit for its authorship at first, but his creation introduced still more details we recognize today, including a sleigh pulled by eight reindeer as his vehicle instead of Irving's the modern portrait of Santa Claus took shape in words during the nineteenth century, it was matched by illustrations. Thomas Nast was a cartoonist famed for his political work. His legacy includes the identification of the Republican Party with the elephant, matched against the Democratic donkey. And it includes a Santa Claus that largely fits how we think of him. Nast's cartoons for Harper's Weekly portray Santa as large and white-bearded, cheerfully distributing Nast helped to settle the image of Santa Claus, the Coca-Cola company propagated it. Its colorful ads, drawn by Haddon Sundblom, from the 1920s onward, portrayed a jolly, rotund, red-cheeked Saint Nicholas inspired by Moore's poem. These ads were in magazines such as The Saturday Evening Post and National Geographic. They always featured Santa and a bottle of Coca-Cola. Through the years they produced many advertising items with the Sundblom Santa from metal trays to dolls. The popular conception of Santa Claus has evolved over the years, but the consistent association of Saint Nicholas and kindness speak to the lasting meaning of the Christmas season. I will let Santa, as portrayed in ""A Visit from St. Nicholas,"" have the last word:""Happy Christmas to all, and to all a good-night.""If you have questions, concerns, or comments, feel free to contact my office. You can call my Abingdon office at 276-525-1405, my Christiansburg office at 540-381-5671, or my Washington office at 202-225-3861. To reach my office via email, please visit my website at . Also on my website is the latest material from my office, including information on votes recently taken on the floor of the House of Representatives. December 22, 2022 Share this email: Santa Through the Years December 22, 2022 - Christmas is a time of tradition and ritual, both religious and secular. For Christians like myself, it is a time to celebrate the birth of Jesus Christ. We do so with church services, hymns, readings, and other religious observances. But Christmas also has developed traditions outside its religious aspect, or which may have once been connected with Christianity but no longer possess a religious character. The figure of Santa Claus is perhaps the most obvious example. Christmas is a season of miracles - the virgin birth, the Star of Bethlehem, and so forth - and how a Mediterranean holy man of late antiquity became the red-suited gift-giver of modern Western culture surely fits in the season's theme of the unlikely taking place. There is little definitive record of Saint Nicholas, the historical figure who provided the basis for Santa Claus, According to , he is believed to have been born around 280 A.D. in modern-day Turkey. The stories that surround him praise his generosity and kindness toward the poor, the sick, and children. The day he is believed to have died, December 6, is celebrated as a feast day by the Catholic and Eastern Orthodox Churches. Saint Nicholas became the patron saint of children and sailors, among others, and was adopted as a patron saint by countries and cities as well. His relics were venerated, and he garnered popularity across Europe, including the Netherlands, which proved to be a key stop on his journey into American popular culture. In the Netherlands, Sint Nikolaas, as he is known in Dutch, or Sinter Klaas for short, was said to leave gifts for children on his feast day. Not yet the portly presence we recognize, Sinter Klaas was portrayed as a white-bearded man dressed in red clerical garb. This version of the Saint Nicholas legend came to North America with the seventeenth-century Dutch settlers of New Amsterdam, renamed New York when acquired by the English, and was celebrated for centuries before it gained a wider foothold in our country's imagination. In the early nineteenth century, one of the young country's leading authors introduced a version of Sinter Klaas to a larger audience. Some of the products of Washington Irving's pen, such as Rip Van Winkle and the Headless Horseman of ""The Legend of Sleepy Hollow,"" remain well-known to us today. Irving was a New Yorker familiar with the region's Dutch culture. He helped shape the image of Sinter Klaas, describing a version of the saint who flew in a wagon from house to house, dropping presents for good children down their chimneys. In 1823, ""A Visit from St. Nicholas"" was published. Better known by its opening line, ""Twas the night before Christmas,"" the poem was written by Clement Clarke Moore for his children. Moore did not take credit for its authorship at first, but his creation introduced still more details we recognize today, including a sleigh pulled by eight reindeer as his vehicle instead of Irving's wagon. As the modern portrait of Santa Claus took shape in words during the nineteenth century, it was matched by illustrations. Thomas Nast was a cartoonist famed for his political work. His legacy includes the identification of the Republican Party with the elephant, matched against the Democratic donkey. And it includes a Santa Claus that largely fits how we think of him. Nast's cartoons for Harper's Weekly portray Santa as large and white-bearded, cheerfully distributing presents. If Nast helped to settle the image of Santa Claus, the Coca-Cola company propagated it. Its colorful ads, drawn by Haddon Sundblom, from the 1920s onward, portrayed a jolly, rotund, red-cheeked Saint Nicholas inspired by Moore's poem. These ads were in magazines such as The Saturday Evening Post and National Geographic . They always featured Santa and a bottle of Coca-Cola. Through the years they produced many advertising items with the Sundblom Santa from metal trays to dolls. The popular conception of Santa Claus has evolved over the years, but the consistent association of Saint Nicholas and kindness speak to the lasting meaning of the Christmas season. I will let Santa, as portrayed in ""A Visit from St. Nicholas,"" have the last word: ""Happy Christmas to all, and to all a good-night."" If you have questions, concerns, or comments, feel free to contact my office. You can call my Abingdon office at 276-525-1405, my Christiansburg office at 540-381-5671, or my Washington office at 202-225-3861. To reach my office via email, please visit my website at . Also on my website is the latest material from my office, including information on votes recently taken on the floor of the House of Representatives. ### Washington, DC Office 2202 Rayburn HOB Washington, D.C. 20515 T (202) 225-3861 F (202) 225-0076 Abingdon Office 323 West Main St. Abingdon, VA 24210 T (276) 525-1405 F (276) 525-1444 Christiansburg Office 17 West Main St. Christiansburg, VA 24073 T (540) 381-5671 F (540) 381-5675 Update Subscription Options | Privacy Policy | Contact us Click Here to view this email in your browser Click Here to be removed from this list ",Griffith
325," Counting down top accomplishments over a decade of service Dear friend, I grew up the granddaughter of a hog farmer, so I understand first-hand how important our family farmers are to our local and national economy. In Illinois, we have some of the richest farmland in the nation, and agriculture is a top economic driver. That's why I've served on the House Agriculture Committee from my very first term, and worked with my colleagues across the aisle to fight for rural Americans and grow our agricultural economy. Together, we have taken steps to achieve a brighter future for agriculture - fighting for biofuels , introducing the Next Generation Fuels Act , and creating a path for rural America to have a seat at the climate change table with my Rural Green Partnership . I've helped two Farm Bills cross the finish line and worked to prepare a third. These critical packages have provided a stable and strong crop insurance program, allowed for more rapid delivery of high-speed internet to underserved rural communities and updated regulations to make it easier for young farmers to purchase land and access loans. During this last session of Congress, I was selected to Chair the Subcommittee on General Farm Commodities and Risk Management . As Chair, I traveled across the country to lead listening sessions with growers and producers and gave hundreds of farmers the opportunity to weigh in on the 2023 Farm Bill. Family farmers are the driving force behind so much of what makes our country strong, and during the last decade, I've worked to ensure a brighter future for the Heartland. Until next time, Cheri Contact Me Washington, D.C. 1233 Longworth House Office Building Washington, DC 20515 Phone: 202-225-5905 Rock Island 2401 4th Ave Rock Island, IL 61201 Phone: (309) 786-3406 Fax: (309) 786-3720 Rockford 119 N. Church St. Suite 101 Rockford, IL 61101 Phone: (815) 968-8011 Rep. Bustos | 1233 Longworth House Office Building , Washington, DC 20515   @ Update Profile | Constant Contact Data Notice Sent by repbustos@ ",Bustos
326," Home | Make' Em Squeal | Email Joni Warning! Sharing This Could Place You on Washington's Naughty List You better watch out! President Biden is making a list and checking it twice. Going to find out who is being naughty…exercising their constitutional rights. The Biden administration is paying more than $5 million to a group called Hack/Hackers to make lists of organizations and media they think should and should not be trusted. They then use their naughty and nice list to help police the content posted by family and friends online and confront those who might post what they deem as unapproved ideas. To no one's surprise, liberal outlets, like The New York Times, made Hack/Hackers' nice list for being ""reliable."" The naughty list of ""unreliable"" or ""conspiracy"" sources predictably includes conservative-leaning media, like The Daily Wire , which coincidentally exposed this new Washington enemies list! Here's how it works: A Facebook post could be submitted to the Hack/Hackers Analysis and Response Toolkit for Trust to be reviewed for ""misinformation harms."" If a post raises ""reliability"" red flags, the program will then help generate ""responses for daily conversations around sensitive topics."" Well here is a fact: Iowans and most Americans don't trust Washington and don't want the government or some state-sponsored group to tell us what we can and cannot think, say, or believe. And we certainly don't want the Biden administration spending our hard-earned tax dollars to keep lists of approved and unapproved opinions or encouraging citizens to troll their friends with government-generated propaganda! In fact, if this effort was applied to statements by the Biden administration, the ""fact checkers"" would be working overtime countering the disinformation being spread by the president himself . Such as the president's false claim that he ""cut the federal debt in half - a fact! "" The truth is since Joe Biden became president less than two years ago, more than $3 trillion has been added to the national debt! Or President Biden's now deleted tweet crediting his ""leadership"" for giving seniors ""the biggest increase in their Social Security checks in 10 years."" The ""increase"" is an automatic adjustment that occurred to keep pace with the record inflation being caused in part by the president's economic policies… December 2022 Squeal Award: President Biden That is why I am giving my December 2022 Squeal Award to ""the minister of misinformation"" himself, President Biden , for promoting blatant falsehoods while his administration is steering tax dollars into these Soviet-style propaganda tactics that target citizens and media who dare question the administration's narrative. I am also urging the National Science Foundation, which is providing funding to the Hack/Hackers, to pull the plug on this taxpayer-funded troll service! Do you have an example of government waste or inefficiencies that I should take a look at? Send me an email by clicking here . Thank you! You are receiving this e-mail because you previously communicated with this office. This e-mail was sent from an unattended mailbox.   ",Ernst
327," Wishing you a Happy Holidays - It is an honor to be your Congressman! Dear Friends, It has been an honor to serve as your Congressman for the past four years. Due to the decennial redistricting process, some constituents will be represented by a different Congressperson when the next term begins on January 3, 2023. Click here to identify your Representative at that time. As we prepare for that transition, my constituents remain my first priority. Over the past year, my office resolved 334 constituent cases with federal agencies and responded to 22,386 letters. We hosted 470 constituent meetings, listening sessions, roundtables, including three telephone town halls and two in-person town halls. image widgetimage widget ABOUT SERVICES CONTACT MEDIA Dear Friends, It has been an honor to serve as your Congressman for the past four years. Due to the decennial redistricting process, some constituents will be represented by a different Congressperson when the next term begins on January 3, 2023. Click here to identify your Representative at that time. As we prepare for that transition, my constituents remain my first priority. Over the past year, my office resolved 334 constituent cases with federal agencies and responded to 22,386 letters. We hosted 470 constituent meetings, listening sessions, roundtables, including three telephone town halls and two in-person town halls. This Congress, I'm proud to have delivered watershed legislation for Chicagoland. The American Rescue Plan saved small businesses, funded our city's COVID response, and kept local governments afloat. As a member of the Transportation & Infrastructure Committee, I helped author the Infrastructure, Investment and Jobs Act , which includes $11.3 billion for Illinois' roads, bridges, airports, pedestrian infrastructure, and transit systems like CTA, Metra, and Pace. Our work to enact progressive legislation to advance racial and economic justice has continued this year, as we face the accumulating challenges of the pandemic, rising costs, and attacks on our democracy and rights. We passed the Inflation Reduction Act , a package that does the most we've ever done to create millions of union jobs and promote affordable, sustainable energy production. It also lowers prescription drug prices, caps the price of insulin for Medicare recipients, and more than pays for itself by making billionaires pay their fair share. Still, it's disappointing we did not have the votes in the Senate to go further to address the climate crisis, tackle immigration reform, expand affordable housing, or establish universal childcare. In the wake of the Buffalo, Uvalde, and Highland Park mass shootings, and as gun violence continues to tear our communities apart, Congress finally passed the Bipartisan Safer Communities Act , legislation to enhance background checks, help keep guns away from domestic abusers, and invest in mental health and support after traumatic events. But there is still an urgent need for comprehensive legislation that builds on the package we passed. I also voted for the Assault Weapons Ban when it passed the House and support its final passage. Earlier this year, a Supreme Court decision overturned Roe v. Wade, part of a longer, coordinated attack on abortion rights and reproductive freedom. While Illinois has strong protections for reproductive rights, the same cannot be said at the federal level. I voted for the Women's Health Protection Act to codify the right to abortion nationally and to protect the right to travel for abortion care between states. I wish you and your family a safe holiday season. It is an honor to be your representative. In solidarity, Jesús G. ""Chuy"" García PS: As we prepare for the next Congress, my of fice on the North Side (5624 W. Diversey Ave) has closed as of December 14. My South Side office (4376 S. Archer Ave) remains open and you can call us at that location at (773) 475-0833. Stay tuned for information on the opening of my new office in Melrose Park! Resource Guide Unemployment: The Illinois Department of Employment Security (IDES) is processing unemployment claims online here . Food : Supplemental Nutrition Assistance Program (SNAP) can help you and your family purchase groceries. To check your eligibility or to apply, visit or call 844-600-7627. CPS is providing meals at over 270 schools across Chicago. Click here for locations and pickup details. Student Loan Forgiveness: Click here to learn more about the federal student loan forgiveness program and see if you are eligible. Social Security and Senior Services: Our office can connect you with federal support services and resources available to older adults. Citizenship Workshops : My office partners with local organizations to host citizenship workshops throughout the year. Click here to learn more about how to attend. Office Locations DC OFFICE 1519 Longworth HOB Washington, DC 20515 Phone: (202) 225-8203 SOUTHSIDE OFFICE 4376 S Archer Ave Chicago, IL 60632 Phone: (773) 475-0833 New office location coming soon. Stay tuned! Chicago, IL 60639 Phone: (773) 342-0774-->   Click Here to view this email in your browser Click Here to be removed from this list ",García
